date,site,PM10,PM25,month,year,days_per_month
2016-04-04T12:00:00Z,St Albans,15.6,9.9,4,2016,30
2016-04-05T12:00:00Z,St Albans,14.6,7.1,4,2016,30
2016-04-06T12:00:00Z,St Albans,14.3,4.5,4,2016,30
2016-04-07T12:00:00Z,St Albans,11,3.9,4,2016,30
2016-04-08T12:00:00Z,St Albans,10.7,3.8,4,2016,30
2016-04-09T12:00:00Z,St Albans,11.1,4.9,4,2016,30
2016-04-10T12:00:00Z,St Albans,14.1,6.7,4,2016,30
2016-04-11T12:00:00Z,St Albans,9.8,4.3,4,2016,30
2016-04-12T12:00:00Z,St Albans,14.5,7.9,4,2016,30
2016-04-13T12:00:00Z,St Albans,15.6,7.1,4,2016,30
2016-04-14T12:00:00Z,St Albans,17,9.3,4,2016,30
2016-04-15T12:00:00Z,St Albans,16.8,7.4,4,2016,30
2016-04-16T12:00:00Z,St Albans,12.9,7.6,4,2016,30
2016-04-17T12:00:00Z,St Albans,9.5,3.9,4,2016,30
2016-04-18T12:00:00Z,St Albans,13,5,4,2016,30
2016-04-19T12:00:00Z,St Albans,15.3,7.6,4,2016,30
2016-04-20T12:00:00Z,St Albans,14.3,7.6,4,2016,30
2016-04-21T12:00:00Z,St Albans,19.3,11.7,4,2016,30
2016-04-22T12:00:00Z,St Albans,20.3,14.2,4,2016,30
2016-04-23T12:00:00Z,St Albans,15.2,9,4,2016,30
2016-04-24T12:00:00Z,St Albans,30.6,13.4,4,2016,30
2016-04-25T12:00:00Z,St Albans,17,10.5,4,2016,30
2016-04-26T12:00:00Z,St Albans,15.6,8.6,4,2016,30
2016-04-27T12:00:00Z,St Albans,17.4,9.7,4,2016,30
2016-04-28T12:00:00Z,St Albans,19.2,12.2,4,2016,30
2016-04-29T12:00:00Z,St Albans,19.1,8,4,2016,30
2016-04-30T12:00:00Z,St Albans,19.5,10.8,5,2016,31
2016-05-01T12:00:00Z,St Albans,20.6,11.4,5,2016,31
2016-05-02T12:00:00Z,St Albans,15.8,5.4,5,2016,31
2016-05-03T12:00:00Z,St Albans,13.3,4.6,5,2016,31
2016-05-04T12:00:00Z,St Albans,14.7,4.7,5,2016,31
2016-05-05T12:00:00Z,St Albans,16.7,9.3,5,2016,31
2016-05-06T12:00:00Z,St Albans,21.2,13.2,5,2016,31
2016-05-07T12:00:00Z,St Albans,13.3,8.3,5,2016,31
2016-05-08T12:00:00Z,St Albans,16.9,9.3,5,2016,31
2016-05-09T12:00:00Z,St Albans,21.4,9.6,5,2016,31
2016-05-10T12:00:00Z,St Albans,13.1,4.3,5,2016,31
2016-05-11T12:00:00Z,St Albans,13,3.1,5,2016,31
2016-05-12T12:00:00Z,St Albans,4.9,3,5,2016,31
2016-05-13T12:00:00Z,St Albans,8.7,3.5,5,2016,31
2016-05-14T12:00:00Z,St Albans,17.7,8.3,5,2016,31
2016-05-15T12:00:00Z,St Albans,9.5,4.4,5,2016,31
2016-05-16T12:00:00Z,St Albans,11.7,3.7,5,2016,31
2016-05-17T12:00:00Z,St Albans,12.5,5.1,5,2016,31
2016-05-18T12:00:00Z,St Albans,13.9,7.2,5,2016,31
2016-05-19T12:00:00Z,St Albans,13.1,8,5,2016,31
2016-05-20T12:00:00Z,St Albans,6.5,2.9,5,2016,31
2016-05-21T12:00:00Z,St Albans,7.7,4,5,2016,31
2016-05-22T12:00:00Z,St Albans,8.1,5.9,5,2016,31
2016-05-23T12:00:00Z,St Albans,10.8,6.7,5,2016,31
2016-05-24T12:00:00Z,St Albans,25.4,18,5,2016,31
2016-05-25T12:00:00Z,St Albans,17.3,10.7,5,2016,31
2016-05-26T12:00:00Z,St Albans,15.3,11.2,5,2016,31
2016-05-27T12:00:00Z,St Albans,4.8,2.4,5,2016,31
2016-05-28T12:00:00Z,St Albans,5.1,3.1,5,2016,31
2016-05-29T12:00:00Z,St Albans,10.6,6.7,5,2016,31
2016-05-30T12:00:00Z,St Albans,6.8,4.6,5,2016,31
2016-05-31T12:00:00Z,St Albans,18.2,13.7,6,2016,30
2016-06-01T12:00:00Z,St Albans,31.4,25.3,6,2016,30
2016-06-02T12:00:00Z,St Albans,43.9,35.3,6,2016,30
2016-06-03T12:00:00Z,St Albans,47.7,42.7,6,2016,30
2016-06-04T12:00:00Z,St Albans,24.4,19.5,6,2016,30
2016-06-05T12:00:00Z,St Albans,23.8,19.6,6,2016,30
2016-06-06T12:00:00Z,St Albans,18.8,9.8,6,2016,30
2016-06-07T12:00:00Z,St Albans,32.9,21.9,6,2016,30
2016-06-08T12:00:00Z,St Albans,29.2,18,6,2016,30
2016-06-09T12:00:00Z,St Albans,13.2,7.5,6,2016,30
2016-06-10T12:00:00Z,St Albans,19.2,9.4,6,2016,30
2016-06-11T12:00:00Z,St Albans,18.3,12.6,6,2016,30
2016-06-12T12:00:00Z,St Albans,40.9,31.9,6,2016,30
2016-06-13T12:00:00Z,St Albans,52.7,41.9,6,2016,30
2016-06-14T12:00:00Z,St Albans,25,17.4,6,2016,30
2016-06-15T12:00:00Z,St Albans,16.8,9.4,6,2016,30
2016-06-16T12:00:00Z,St Albans,38.3,31.3,6,2016,30
2016-06-17T12:00:00Z,St Albans,74.6,68.4,6,2016,30
2016-06-18T12:00:00Z,St Albans,40.7,32.4,6,2016,30
2016-06-19T12:00:00Z,St Albans,29.6,14.7,6,2016,30
2016-06-20T12:00:00Z,St Albans,40.4,23.1,6,2016,30
2016-06-21T12:00:00Z,St Albans,19.1,8.5,6,2016,30
2016-06-22T12:00:00Z,St Albans,14.5,7,6,2016,30
2016-06-23T12:00:00Z,St Albans,14.5,9.4,6,2016,30
2016-06-24T12:00:00Z,St Albans,25.8,18.7,6,2016,30
2016-06-25T12:00:00Z,St Albans,13.2,10.2,6,2016,30
2016-06-26T12:00:00Z,St Albans,9,5.4,6,2016,30
2016-06-27T12:00:00Z,St Albans,33.2,24.2,6,2016,30
2016-06-28T12:00:00Z,St Albans,16.4,10.5,6,2016,30
2016-06-29T12:00:00Z,St Albans,17.5,9.9,6,2016,30
2016-06-30T12:00:00Z,St Albans,23,13.2,7,2016,31
2016-07-01T12:00:00Z,St Albans,28.1,21,7,2016,31
2016-07-02T12:00:00Z,St Albans,50.6,40.8,7,2016,31
2016-07-03T12:00:00Z,St Albans,49.9,34.9,7,2016,31
2016-07-04T12:00:00Z,St Albans,24.6,16.7,7,2016,31
2016-07-05T12:00:00Z,St Albans,44.9,31.8,7,2016,31
2016-07-06T12:00:00Z,St Albans,30.7,15.2,7,2016,31
2016-07-07T12:00:00Z,St Albans,18.3,11,7,2016,31
2016-07-08T12:00:00Z,St Albans,29.5,20.6,7,2016,31
2016-07-09T12:00:00Z,St Albans,25.4,18.1,7,2016,31
2016-07-10T12:00:00Z,St Albans,41.2,28.7,7,2016,31
2016-07-11T12:00:00Z,St Albans,32,18.8,7,2016,31
2016-07-12T12:00:00Z,St Albans,13.7,5.3,7,2016,31
2016-07-13T12:00:00Z,St Albans,18.5,10.3,7,2016,31
2016-07-14T12:00:00Z,St Albans,33.4,23.5,7,2016,31
2016-07-15T12:00:00Z,St Albans,35.2,25.3,7,2016,31
2016-07-16T12:00:00Z,St Albans,12.7,8.9,7,2016,31
2016-07-17T12:00:00Z,St Albans,14.7,7,7,2016,31
2016-07-18T12:00:00Z,St Albans,32.1,16.8,7,2016,31
2016-07-19T12:00:00Z,St Albans,34.5,22.7,7,2016,31
2016-07-20T12:00:00Z,St Albans,28.3,14.7,7,2016,31
2016-07-21T12:00:00Z,St Albans,33.6,19.4,7,2016,31
2016-07-22T12:00:00Z,St Albans,13.9,9.2,7,2016,31
2016-07-23T12:00:00Z,St Albans,7.1,4.9,7,2016,31
2016-07-24T12:00:00Z,St Albans,20.3,10.2,7,2016,31
2016-07-25T12:00:00Z,St Albans,27.2,16.9,7,2016,31
2016-07-26T12:00:00Z,St Albans,17.8,11,7,2016,31
2016-07-27T12:00:00Z,St Albans,11.9,7,7,2016,31
2016-07-28T12:00:00Z,St Albans,22.6,14.7,7,2016,31
2016-07-29T12:00:00Z,St Albans,19.9,14,7,2016,31
2016-07-30T12:00:00Z,St Albans,18.5,15,7,2016,31
2016-07-31T12:00:00Z,St Albans,39.4,31.2,8,2016,31
2016-08-01T12:00:00Z,St Albans,23.2,14.6,8,2016,31
2016-08-02T12:00:00Z,St Albans,12.5,6.9,8,2016,31
2016-08-03T12:00:00Z,St Albans,16.2,11.6,8,2016,31
2016-08-04T12:00:00Z,St Albans,16.6,11.8,8,2016,31
2016-08-05T12:00:00Z,St Albans,7.8,4.9,8,2016,31
2016-08-06T12:00:00Z,St Albans,23,17.9,8,2016,31
2016-08-07T12:00:00Z,St Albans,17.1,13.3,8,2016,31
2016-08-08T12:00:00Z,St Albans,21.3,15.8,8,2016,31
2016-08-09T12:00:00Z,St Albans,23,15.7,8,2016,31
2016-08-10T12:00:00Z,St Albans,20.2,11,8,2016,31
2016-08-11T12:00:00Z,St Albans,39.6,25.5,8,2016,31
2016-08-12T12:00:00Z,St Albans,12.4,8.4,8,2016,31
2016-08-13T12:00:00Z,St Albans,17.3,13.2,8,2016,31
2016-08-14T12:00:00Z,St Albans,45,34.7,8,2016,31
2016-08-15T12:00:00Z,St Albans,35.4,26.5,8,2016,31
2016-08-16T12:00:00Z,St Albans,11.9,7.4,8,2016,31
2016-08-17T12:00:00Z,St Albans,17.8,12.2,8,2016,31
2016-08-18T12:00:00Z,St Albans,17,7.8,8,2016,31
2016-08-19T12:00:00Z,St Albans,23.9,11.2,8,2016,31
2016-08-20T12:00:00Z,St Albans,24.2,8.1,8,2016,31
2016-08-21T12:00:00Z,St Albans,25.7,10.2,8,2016,31
2016-08-22T12:00:00Z,St Albans,26.3,17.7,8,2016,31
2016-08-23T12:00:00Z,St Albans,17.2,5.2,8,2016,31
2016-08-24T12:00:00Z,St Albans,17.1,6.3,8,2016,31
2016-08-25T12:00:00Z,St Albans,11.5,7.7,8,2016,31
2016-08-26T12:00:00Z,St Albans,17.3,12.2,8,2016,31
2016-08-27T12:00:00Z,St Albans,42.9,31.7,8,2016,31
2016-08-28T12:00:00Z,St Albans,35.3,23.9,8,2016,31
2016-08-29T12:00:00Z,St Albans,29.8,15.2,8,2016,31
2016-08-30T12:00:00Z,St Albans,26.6,14.5,8,2016,31
2016-08-31T12:00:00Z,St Albans,26.2,13.6,9,2016,30
2016-09-01T12:00:00Z,St Albans,20.7,8.5,9,2016,30
2016-09-02T12:00:00Z,St Albans,17.9,10.9,9,2016,30
2016-09-03T12:00:00Z,St Albans,25.6,12.9,9,2016,30
2016-09-04T12:00:00Z,St Albans,16.8,9.8,9,2016,30
2016-09-05T12:00:00Z,St Albans,22.2,10.7,9,2016,30
2016-09-06T12:00:00Z,St Albans,13.1,4.2,9,2016,30
2016-09-07T12:00:00Z,St Albans,19,7.1,9,2016,30
2016-09-08T12:00:00Z,St Albans,15.8,8.6,9,2016,30
2016-09-09T12:00:00Z,St Albans,15.7,7.9,9,2016,30
2016-09-10T12:00:00Z,St Albans,22.2,11,9,2016,30
2016-09-11T12:00:00Z,St Albans,13.8,6.8,9,2016,30
2016-09-12T12:00:00Z,St Albans,14.8,7.9,9,2016,30
2016-09-13T12:00:00Z,St Albans,11.6,5.5,9,2016,30
2016-09-14T12:00:00Z,St Albans,17.6,11.2,9,2016,30
2016-09-15T12:00:00Z,St Albans,16.3,6.4,9,2016,30
2016-09-16T12:00:00Z,St Albans,14,7.5,9,2016,30
2016-09-17T12:00:00Z,St Albans,13.7,8,9,2016,30
2016-09-18T12:00:00Z,St Albans,7.1,3.6,9,2016,30
2016-09-19T12:00:00Z,St Albans,6.8,3.3,9,2016,30
2016-09-20T12:00:00Z,St Albans,8.7,3.5,9,2016,30
2016-09-21T12:00:00Z,St Albans,9.3,5.8,9,2016,30
2016-09-22T12:00:00Z,St Albans,11.9,8.1,9,2016,30
2016-09-23T12:00:00Z,St Albans,7.2,4,9,2016,30
2016-09-24T12:00:00Z,St Albans,6.3,2.5,9,2016,30
2016-09-25T11:00:00Z,St Albans,18.7,6,9,2016,30
2016-09-26T11:00:00Z,St Albans,28,8.3,9,2016,30
2016-09-27T11:00:00Z,St Albans,21.2,6.7,9,2016,30
2016-09-28T11:00:00Z,St Albans,27.9,7.1,9,2016,30
2016-09-29T11:00:00Z,St Albans,21.6,6.9,9,2016,30
2016-09-30T11:00:00Z,St Albans,14.4,7.3,10,2016,31
2016-10-01T11:00:00Z,St Albans,12.7,6.4,10,2016,31
2016-10-02T11:00:00Z,St Albans,13.1,9.1,10,2016,31
2016-10-03T11:00:00Z,St Albans,19.6,11.9,10,2016,31
2016-10-04T11:00:00Z,St Albans,16.7,9.6,10,2016,31
2016-10-05T11:00:00Z,St Albans,9.9,4.9,10,2016,31
2016-10-06T11:00:00Z,St Albans,16.6,7.9,10,2016,31
2016-10-07T11:00:00Z,St Albans,16.3,5.9,10,2016,31
2016-10-08T11:00:00Z,St Albans,16.3,10.7,10,2016,31
2016-10-09T11:00:00Z,St Albans,18,8.6,10,2016,31
2016-10-10T11:00:00Z,St Albans,11.3,5.4,10,2016,31
2016-10-11T11:00:00Z,St Albans,13.2,7.2,10,2016,31
2016-10-12T11:00:00Z,St Albans,11.7,6.5,10,2016,31
2016-10-13T11:00:00Z,St Albans,14.2,6.5,10,2016,31
2016-10-14T11:00:00Z,St Albans,10.1,5.3,10,2016,31
2016-10-15T11:00:00Z,St Albans,11.2,5.4,10,2016,31
2016-10-16T11:00:00Z,St Albans,20.1,6.5,10,2016,31
2016-10-17T11:00:00Z,St Albans,18.3,6.5,10,2016,31
2016-10-18T11:00:00Z,St Albans,17.5,6.1,10,2016,31
2016-10-19T11:00:00Z,St Albans,10.2,5.7,10,2016,31
2016-10-20T11:00:00Z,St Albans,10.6,4.8,10,2016,31
2016-10-21T11:00:00Z,St Albans,14.2,7.3,10,2016,31
2016-10-22T11:00:00Z,St Albans,12.3,4.3,10,2016,31
2016-10-23T11:00:00Z,St Albans,20.7,8.4,10,2016,31
2016-10-24T11:00:00Z,St Albans,20.8,7.5,10,2016,31
2016-10-25T11:00:00Z,St Albans,11.8,7.2,10,2016,31
2016-10-26T11:00:00Z,St Albans,11.8,5.1,10,2016,31
2016-10-27T11:00:00Z,St Albans,14,5,10,2016,31
2016-10-28T11:00:00Z,St Albans,11,4.5,10,2016,31
2016-10-29T11:00:00Z,St Albans,9.6,4.5,10,2016,31
2016-10-30T11:00:00Z,St Albans,16.3,5.4,10,2016,31
2016-10-31T11:00:00Z,St Albans,19.3,6,11,2016,30
2016-11-01T11:00:00Z,St Albans,19.2,9,11,2016,30
2016-11-02T11:00:00Z,St Albans,13.2,6.5,11,2016,30
2016-11-03T11:00:00Z,St Albans,11.5,4.8,11,2016,30
2016-11-04T11:00:00Z,St Albans,15.8,7.5,11,2016,30
2016-11-05T11:00:00Z,St Albans,13.6,6.5,11,2016,30
2016-11-06T11:00:00Z,St Albans,13.7,4.5,11,2016,30
2016-11-07T11:00:00Z,St Albans,14.7,5.6,11,2016,30
2016-11-08T11:00:00Z,St Albans,17.2,6.9,11,2016,30
2016-11-09T11:00:00Z,St Albans,12.5,5.5,11,2016,30
2016-11-10T11:00:00Z,St Albans,9,5.6,11,2016,30
2016-11-11T11:00:00Z,St Albans,10.1,4.5,11,2016,30
2016-11-12T11:00:00Z,St Albans,11.9,5.5,11,2016,30
2016-11-13T11:00:00Z,St Albans,13.4,5.8,11,2016,30
2016-11-14T11:00:00Z,St Albans,12.8,6.4,11,2016,30
2016-11-15T11:00:00Z,St Albans,10,4.9,11,2016,30
2016-11-16T11:00:00Z,St Albans,8.7,3.4,11,2016,30
2016-11-17T11:00:00Z,St Albans,14.5,5.3,11,2016,30
2016-11-18T11:00:00Z,St Albans,18.2,9.1,11,2016,30
2016-11-19T11:00:00Z,St Albans,16.6,6.3,11,2016,30
2016-11-20T11:00:00Z,St Albans,17.2,6.7,11,2016,30
2016-11-21T11:00:00Z,St Albans,21.2,9.7,11,2016,30
2016-11-22T11:00:00Z,St Albans,20.9,8.3,11,2016,30
2016-11-23T11:00:00Z,St Albans,25.2,8.5,11,2016,30
2016-11-24T11:00:00Z,St Albans,16.2,6.4,11,2016,30
2016-11-25T11:00:00Z,St Albans,9.1,2.9,11,2016,30
2016-11-26T11:00:00Z,St Albans,7,3.4,11,2016,30
2016-11-27T11:00:00Z,St Albans,10.2,3.7,11,2016,30
2016-11-28T11:00:00Z,St Albans,15.2,5.1,11,2016,30
2016-11-29T11:00:00Z,St Albans,15.5,6,11,2016,30
2016-11-30T11:00:00Z,St Albans,14.8,5.6,12,2016,31
2016-12-01T11:00:00Z,St Albans,8.6,4.2,12,2016,31
2016-12-02T11:00:00Z,St Albans,15.2,5.3,12,2016,31
2016-12-03T11:00:00Z,St Albans,15.8,6.1,12,2016,31
2016-12-04T11:00:00Z,St Albans,19,7.1,12,2016,31
2016-12-05T11:00:00Z,St Albans,21.2,6.7,12,2016,31
2016-12-06T11:00:00Z,St Albans,17.4,8,12,2016,31
2016-12-07T11:00:00Z,St Albans,9.9,4.8,12,2016,31
2016-12-08T11:00:00Z,St Albans,14.2,5.9,12,2016,31
2016-12-09T11:00:00Z,St Albans,19.5,6.8,12,2016,31
2016-12-10T11:00:00Z,St Albans,10.9,3.9,12,2016,31
2016-12-11T11:00:00Z,St Albans,13.8,5.4,12,2016,31
2016-12-12T11:00:00Z,St Albans,16.4,4.9,12,2016,31
2016-12-13T11:00:00Z,St Albans,14.7,6.7,12,2016,31
2016-12-14T11:00:00Z,St Albans,18,7.1,12,2016,31
2016-12-15T11:00:00Z,St Albans,13.5,5.2,12,2016,31
2016-12-16T11:00:00Z,St Albans,24.1,9,12,2016,31
2016-12-17T11:00:00Z,St Albans,15.3,5.5,12,2016,31
2016-12-18T11:00:00Z,St Albans,18.5,6.5,12,2016,31
2016-12-19T11:00:00Z,St Albans,21.2,7.1,12,2016,31
2016-12-20T11:00:00Z,St Albans,20.6,6.7,12,2016,31
2016-12-21T11:00:00Z,St Albans,15.4,5,12,2016,31
2016-12-22T11:00:00Z,St Albans,12.5,5.1,12,2016,31
2016-12-23T11:00:00Z,St Albans,11.8,3.9,12,2016,31
2016-12-24T11:00:00Z,St Albans,14.2,5.2,12,2016,31
2016-12-25T11:00:00Z,St Albans,15.7,6,12,2016,31
2016-12-26T11:00:00Z,St Albans,18.6,6.2,12,2016,31
2016-12-27T11:00:00Z,St Albans,26.6,8.4,12,2016,31
2016-12-28T11:00:00Z,St Albans,9.1,4.3,12,2016,31
2016-12-29T11:00:00Z,St Albans,14.1,5.3,12,2016,31
2016-12-30T11:00:00Z,St Albans,17.8,6.5,12,2016,31
2016-12-31T11:00:00Z,St Albans,12,3.9,1,2017,31
2017-01-01T11:00:00Z,St Albans,18.1,5.6,1,2017,31
2017-01-02T11:00:00Z,St Albans,16.1,5.5,1,2017,31
2017-01-03T11:00:00Z,St Albans,12.4,3.7,1,2017,31
2017-01-04T11:00:00Z,St Albans,11.8,5.4,1,2017,31
2017-01-05T11:00:00Z,St Albans,15.4,5,1,2017,31
2017-01-06T11:00:00Z,St Albans,9.2,4.7,1,2017,31
2017-01-07T11:00:00Z,St Albans,11.2,4.4,1,2017,31
2017-01-08T11:00:00Z,St Albans,17.3,5.9,1,2017,31
2017-01-09T11:00:00Z,St Albans,20.7,7.6,1,2017,31
2017-01-10T11:00:00Z,St Albans,22.9,9.1,1,2017,31
2017-01-11T11:00:00Z,St Albans,19.5,7.6,1,2017,31
2017-01-12T11:00:00Z,St Albans,17.4,5.4,1,2017,31
2017-01-13T11:00:00Z,St Albans,17.6,5.4,1,2017,31
2017-01-14T11:00:00Z,St Albans,15.9,5.4,1,2017,31
2017-01-15T11:00:00Z,St Albans,20.5,6.4,1,2017,31
2017-01-16T11:00:00Z,St Albans,16.3,5.7,1,2017,31
2017-01-17T11:00:00Z,St Albans,18,6.9,1,2017,31
2017-01-18T11:00:00Z,St Albans,14.3,3.2,1,2017,31
2017-01-19T11:00:00Z,St Albans,11.9,4.3,1,2017,31
2017-01-20T11:00:00Z,St Albans,17.9,5.6,1,2017,31
2017-01-21T11:00:00Z,St Albans,14.6,5.4,1,2017,31
2017-01-22T11:00:00Z,St Albans,12.4,4,1,2017,31
2017-01-23T11:00:00Z,St Albans,25,8.7,1,2017,31
2017-01-24T11:00:00Z,St Albans,18.2,6.9,1,2017,31
2017-01-25T11:00:00Z,St Albans,16,5.4,1,2017,31
2017-01-26T11:00:00Z,St Albans,20.3,6.4,1,2017,31
2017-01-27T11:00:00Z,St Albans,17.1,5.2,1,2017,31
2017-01-28T11:00:00Z,St Albans,22.8,7.3,1,2017,31
2017-01-29T11:00:00Z,St Albans,25.2,8.3,1,2017,31
2017-01-30T11:00:00Z,St Albans,21.4,6.2,1,2017,31
2017-01-31T11:00:00Z,St Albans,16.3,5,2,2017,28
2017-02-01T11:00:00Z,St Albans,15.5,5.1,2,2017,28
2017-02-02T11:00:00Z,St Albans,17.6,6.8,2,2017,28
2017-02-03T11:00:00Z,St Albans,13.8,6.8,2,2017,28
2017-02-04T11:00:00Z,St Albans,23.1,10.3,2,2017,28
2017-02-05T11:00:00Z,St Albans,19,7.9,2,2017,28
2017-02-06T11:00:00Z,St Albans,15,5.5,2,2017,28
2017-02-07T11:00:00Z,St Albans,12.7,4.5,2,2017,28
2017-02-08T11:00:00Z,St Albans,14.3,4.5,2,2017,28
2017-02-09T11:00:00Z,St Albans,19.6,6.1,2,2017,28
2017-02-10T11:00:00Z,St Albans,20.8,8.2,2,2017,28
2017-02-11T11:00:00Z,St Albans,25.8,6.8,2,2017,28
2017-02-12T11:00:00Z,St Albans,18,7.1,2,2017,28
2017-02-13T11:00:00Z,St Albans,11.2,3.4,2,2017,28
2017-02-14T11:00:00Z,St Albans,17.5,8.1,2,2017,28
2017-02-15T11:00:00Z,St Albans,19.5,6.8,2,2017,28
2017-02-16T11:00:00Z,St Albans,19.9,6.5,2,2017,28
2017-02-17T11:00:00Z,St Albans,12.8,5.4,2,2017,28
2017-02-18T11:00:00Z,St Albans,21.4,7.9,2,2017,28
2017-02-19T11:00:00Z,St Albans,20.8,8.1,2,2017,28
2017-02-20T11:00:00Z,St Albans,32.5,11.2,2,2017,28
2017-02-21T11:00:00Z,St Albans,24.2,9,2,2017,28
2017-02-22T11:00:00Z,St Albans,14.1,5.4,2,2017,28
2017-02-23T11:00:00Z,St Albans,12.5,4.6,2,2017,28
2017-02-24T11:00:00Z,St Albans,16.2,6.7,2,2017,28
2017-02-25T11:00:00Z,St Albans,12.1,4.5,2,2017,28
2017-02-26T11:00:00Z,St Albans,17.6,5.9,2,2017,28
2017-02-27T11:00:00Z,St Albans,15.5,6.2,2,2017,28
2017-02-28T11:00:00Z,St Albans,17.3,7.9,3,2017,31
2017-03-01T11:00:00Z,St Albans,15.7,7.2,3,2017,31
2017-03-02T11:00:00Z,St Albans,18.6,6.6,3,2017,31
2017-03-03T11:00:00Z,St Albans,24.3,7.1,3,2017,31
2017-03-04T11:00:00Z,St Albans,16.3,6.7,3,2017,31
2017-03-05T11:00:00Z,St Albans,22.9,9.5,3,2017,31
2017-03-06T11:00:00Z,St Albans,14.2,5.3,3,2017,31
2017-03-07T11:00:00Z,St Albans,13.6,4.8,3,2017,31
2017-03-08T11:00:00Z,St Albans,13.8,5.3,3,2017,31
2017-03-09T11:00:00Z,St Albans,17.7,5.9,3,2017,31
2017-03-10T11:00:00Z,St Albans,11.2,6.5,3,2017,31
2017-03-11T11:00:00Z,St Albans,5.7,3,3,2017,31
2017-03-12T11:00:00Z,St Albans,6.8,3.4,3,2017,31
2017-03-13T11:00:00Z,St Albans,8.7,2.7,3,2017,31
2017-03-14T11:00:00Z,St Albans,12.1,4.7,3,2017,31
2017-03-15T11:00:00Z,St Albans,15,5.8,3,2017,31
2017-03-16T11:00:00Z,St Albans,21.1,8.7,3,2017,31
2017-03-17T11:00:00Z,St Albans,19.8,6.7,3,2017,31
2017-03-18T11:00:00Z,St Albans,18.8,6.7,3,2017,31
2017-03-19T11:00:00Z,St Albans,21.2,9.1,3,2017,31
2017-03-20T11:00:00Z,St Albans,16.2,6.7,3,2017,31
2017-03-21T11:00:00Z,St Albans,7.9,NA,3,2017,31
2017-03-22T11:00:00Z,St Albans,12.5,NA,3,2017,31
2017-03-23T11:00:00Z,St Albans,13.3,5.9,3,2017,31
2017-03-24T11:00:00Z,St Albans,9.8,3.4,3,2017,31
2017-03-25T11:00:00Z,St Albans,15.7,5.6,3,2017,31
2017-03-26T11:00:00Z,St Albans,6.1,4.1,3,2017,31
2017-03-27T11:00:00Z,St Albans,4.4,3.4,3,2017,31
2017-03-28T11:00:00Z,St Albans,3.8,NA,3,2017,31
2017-03-29T11:00:00Z,St Albans,10.7,NA,3,2017,31
2017-03-30T11:00:00Z,St Albans,7.6,NA,3,2017,31
2017-03-31T11:00:00Z,St Albans,12.8,NA,4,2017,30
2017-04-01T11:00:00Z,St Albans,14.3,NA,4,2017,30
2017-04-02T12:00:00Z,St Albans,8.4,NA,4,2017,30
2017-04-03T12:00:00Z,St Albans,10.3,NA,4,2017,30
2017-04-04T12:00:00Z,St Albans,10.8,NA,4,2017,30
2017-04-05T12:00:00Z,St Albans,5.6,2.9,4,2017,30
2017-04-06T12:00:00Z,St Albans,12.9,5.8,4,2017,30
2017-04-07T12:00:00Z,St Albans,25.2,10.6,4,2017,30
2017-04-08T12:00:00Z,St Albans,15.6,7.1,4,2017,30
2017-04-09T12:00:00Z,St Albans,12.9,6.5,4,2017,30
2017-04-10T12:00:00Z,St Albans,24,16.7,4,2017,30
2017-04-11T12:00:00Z,St Albans,6.7,6.3,4,2017,30
2017-04-12T12:00:00Z,St Albans,6.1,5.1,4,2017,30
2017-04-13T12:00:00Z,St Albans,10.7,4.6,4,2017,30
2017-04-14T12:00:00Z,St Albans,9.4,5.1,4,2017,30
2017-04-15T12:00:00Z,St Albans,9.7,5.4,4,2017,30
2017-04-16T12:00:00Z,St Albans,15.9,11.2,4,2017,30
2017-04-17T12:00:00Z,St Albans,12.5,8.7,4,2017,30
2017-04-18T12:00:00Z,St Albans,15.6,7.5,4,2017,30
2017-04-19T12:00:00Z,St Albans,18.9,9.7,4,2017,30
2017-04-20T12:00:00Z,St Albans,17.9,11.6,4,2017,30
2017-04-21T12:00:00Z,St Albans,12.3,7.2,4,2017,30
2017-04-22T12:00:00Z,St Albans,17.2,12.1,4,2017,30
2017-04-23T12:00:00Z,St Albans,12.4,8.9,4,2017,30
2017-04-24T12:00:00Z,St Albans,13.4,7.4,4,2017,30
2017-04-25T12:00:00Z,St Albans,13.3,6.1,4,2017,30
2017-04-26T12:00:00Z,St Albans,19.6,8.8,4,2017,30
2017-04-27T12:00:00Z,St Albans,19,6.6,4,2017,30
2017-04-28T12:00:00Z,St Albans,29.9,11.6,4,2017,30
2017-04-29T12:00:00Z,St Albans,9.7,4.6,4,2017,30
2017-04-30T12:00:00Z,St Albans,23.6,20.6,5,2017,31
2017-05-01T12:00:00Z,St Albans,31.2,21.1,5,2017,31
2017-05-02T12:00:00Z,St Albans,13.3,6.7,5,2017,31
2017-05-03T12:00:00Z,St Albans,12,7.1,5,2017,31
2017-05-04T12:00:00Z,St Albans,26.2,17.9,5,2017,31
2017-05-05T12:00:00Z,St Albans,33.4,26.8,5,2017,31
2017-05-06T12:00:00Z,St Albans,11.8,7.4,5,2017,31
2017-05-07T12:00:00Z,St Albans,20.7,15,5,2017,31
2017-05-08T12:00:00Z,St Albans,21.4,15.8,5,2017,31
2017-05-09T12:00:00Z,St Albans,16.5,12.5,5,2017,31
2017-05-10T12:00:00Z,St Albans,12.4,10.1,5,2017,31
2017-05-11T12:00:00Z,St Albans,20.8,15,5,2017,31
